127.0.0.1 - - [17/May/2016:15:04:23 -0400] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [17/May/2016:22:33:45 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 200 5444
0:0:0:0:0:0:0:1 - - [17/May/2016:22:33:46 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/bx-slider/bg1.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:34:41 -0400] "GET /ParkPalSpringMVC/index.jsp HTTP/1.1" 200 4374
0:0:0:0:0:0:0:1 - - [17/May/2016:22:34:41 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 200 5457
0:0:0:0:0:0:0:1 - - [17/May/2016:22:34:41 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/bx-slider/bg1.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:34:50 -0400] "GET /ParkPalSpringMVC/index.jsp HTTP/1.1" 200 4374
0:0:0:0:0:0:0:1 - - [17/May/2016:22:34:50 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 200 5444
0:0:0:0:0:0:0:1 - - [17/May/2016:22:34:50 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/bx-slider/bg1.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:36:23 -0400] "GET /ParkPalSpringMVC/index.jsp HTTP/1.1" 200 4397
0:0:0:0:0:0:0:1 - - [17/May/2016:22:36:23 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:36:24 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/bx-slider/bg1.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:37:23 -0400] "GET /ParkPalSpringMVC/index.jsp HTTP/1.1" 200 4389
0:0:0:0:0:0:0:1 - - [17/May/2016:22:37:23 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:37:23 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/bx-slider/bg1.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:38:20 -0400] "GET /ParkPalSpringMVC/index.jsp HTTP/1.1" 200 4389
0:0:0:0:0:0:0:1 - - [17/May/2016:22:38:20 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 200 5444
0:0:0:0:0:0:0:1 - - [17/May/2016:22:38:27 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/bx-slider/bg1.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:39:12 -0400] "GET /ParkPalSpringMVC/index.jsp HTTP/1.1" 200 4389
0:0:0:0:0:0:0:1 - - [17/May/2016:22:39:12 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 200 5444
0:0:0:0:0:0:0:1 - - [17/May/2016:22:39:12 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/bx-slider/bg1.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:39:24 -0400] "GET /ParkPalSpringMVC/userLogged?stringLat=42.33596&stringLong=-83.049712 HTTP/1.1" 200 6468
0:0:0:0:0:0:0:1 - - [17/May/2016:22:39:24 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:39:24 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/bx-slider/bg1.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:42:56 -0400] "GET /ParkPalSpringMVC/userLogged?stringLat=42.33596&stringLong=-83.049712 HTTP/1.1" 200 6468
0:0:0:0:0:0:0:1 - - [17/May/2016:22:42:56 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 200 5444
0:0:0:0:0:0:0:1 - - [17/May/2016:22:42:57 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/bx-slider/bg1.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:43:21 -0400] "GET /ParkPalSpringMVC/userLogged?stringLat=42.33596&stringLong=-83.049712 HTTP/1.1" 200 6468
0:0:0:0:0:0:0:1 - - [17/May/2016:22:43:21 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 200 5444
0:0:0:0:0:0:0:1 - - [17/May/2016:22:43:22 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/bx-slider/bg1.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:43:27 -0400] "GET /ParkPalSpringMVC/index.jsp HTTP/1.1" 200 4389
0:0:0:0:0:0:0:1 - - [17/May/2016:22:43:27 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:43:27 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/bx-slider/bg1.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:43:55 -0400] "GET /ParkPalSpringMVC/index.jsp HTTP/1.1" 200 4406
0:0:0:0:0:0:0:1 - - [17/May/2016:22:43:55 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:43:56 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/bx-slider/bg1.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:44:31 -0400] "GET /ParkPalSpringMVC/index.jsp HTTP/1.1" 200 4409
0:0:0:0:0:0:0:1 - - [17/May/2016:22:44:31 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:44:31 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/bx-slider/bg1.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:44:43 -0400] "GET /ParkPalSpringMVC/index.jsp HTTP/1.1" 200 4409
0:0:0:0:0:0:0:1 - - [17/May/2016:22:44:43 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:44:43 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/bx-slider/bg1.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:47:45 -0400] "GET /ParkPalSpringMVC/index.jsp HTTP/1.1" 200 4409
0:0:0:0:0:0:0:1 - - [17/May/2016:22:47:45 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 200 5448
0:0:0:0:0:0:0:1 - - [17/May/2016:22:47:45 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:47:51 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:49:40 -0400] "GET /ParkPalSpringMVC/index.jsp HTTP/1.1" 200 4458
0:0:0:0:0:0:0:1 - - [17/May/2016:22:49:40 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:49:40 -0400] "GET /ParkPalSpringMVC/resources/images HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:49:40 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:49:47 -0400] "GET /ParkPalSpringMVC/index.jsp HTTP/1.1" 200 4459
0:0:0:0:0:0:0:1 - - [17/May/2016:22:49:47 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:49:47 -0400] "GET /ParkPalSpringMVC/resources/images/ HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:49:48 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:51:40 -0400] "GET /ParkPalSpringMVC/register HTTP/1.1" 200 2053
0:0:0:0:0:0:0:1 - - [17/May/2016:22:51:40 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:51:40 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:53:24 -0400] "GET /ParkPalSpringMVC/register HTTP/1.1" 200 2053
0:0:0:0:0:0:0:1 - - [17/May/2016:22:53:24 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 200 5448
0:0:0:0:0:0:0:1 - - [17/May/2016:22:53:24 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:54:36 -0400] "GET /ParkPalSpringMVC/loginPage HTTP/1.1" 200 4398
0:0:0:0:0:0:0:1 - - [17/May/2016:22:54:36 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:54:36 -0400] "GET /ParkPalSpringMVC/%3Cc:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:54:37 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:54:45 -0400] "GET /ParkPalSpringMVC/loginPage HTTP/1.1" 200 4398
0:0:0:0:0:0:0:1 - - [17/May/2016:22:54:45 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:54:45 -0400] "GET /ParkPalSpringMVC/%3Cc:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:54:45 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:54:54 -0400] "GET /ParkPalSpringMVC/index.jsp HTTP/1.1" 200 4459
0:0:0:0:0:0:0:1 - - [17/May/2016:22:54:54 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:54:54 -0400] "GET /ParkPalSpringMVC/resources/images/ HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:54:54 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:55:01 -0400] "GET /ParkPalSpringMVC/register HTTP/1.1" 200 2053
0:0:0:0:0:0:0:1 - - [17/May/2016:22:55:01 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:55:03 -0400] "GET /ParkPalSpringMVC/loginPage HTTP/1.1" 200 4398
0:0:0:0:0:0:0:1 - - [17/May/2016:22:55:03 -0400] "GET /ParkPalSpringMVC/%3Cc:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:55:03 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:55:03 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:55:41 -0400] "GET /ParkPalSpringMVC/loginPage HTTP/1.1" 200 4362
0:0:0:0:0:0:0:1 - - [17/May/2016:22:55:41 -0400] "GET /ParkPalSpringMVC/%3Cc:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:55:41 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:55:41 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:56:04 -0400] "GET /ParkPalSpringMVC/loginPage HTTP/1.1" 200 4398
0:0:0:0:0:0:0:1 - - [17/May/2016:22:56:04 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:56:04 -0400] "GET /ParkPalSpringMVC/%3Cc:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:56:04 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:56:49 -0400] "GET /ParkPalSpringMVC/register HTTP/1.1" 200 2205
0:0:0:0:0:0:0:1 - - [17/May/2016:22:56:49 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:56:49 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:57:21 -0400] "GET /ParkPalSpringMVC/register HTTP/1.1" 200 2169
0:0:0:0:0:0:0:1 - - [17/May/2016:22:57:21 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:57:21 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:57:47 -0400] "GET /ParkPalSpringMVC/register HTTP/1.1" 200 2169
0:0:0:0:0:0:0:1 - - [17/May/2016:22:57:47 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:57:47 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:57:48 -0400] "GET /ParkPalSpringMVC/loginPage HTTP/1.1" 200 4398
0:0:0:0:0:0:0:1 - - [17/May/2016:22:57:48 -0400] "GET /ParkPalSpringMVC/%3Cc:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:57:49 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:57:51 -0400] "GET /ParkPalSpringMVC/index.jsp HTTP/1.1" 200 4459
0:0:0:0:0:0:0:1 - - [17/May/2016:22:57:51 -0400] "GET /ParkPalSpringMVC/resources/images/ HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:57:51 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:58:10 -0400] "GET /ParkPalSpringMVC/index.jsp HTTP/1.1" 200 4461
0:0:0:0:0:0:0:1 - - [17/May/2016:22:58:10 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:58:10 -0400] "GET /ParkPalSpringMVC/resources/images/ HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:58:11 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:58:27 -0400] "GET /ParkPalSpringMVC/register HTTP/1.1" 200 2169
0:0:0:0:0:0:0:1 - - [17/May/2016:22:58:27 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:58:28 -0400] "GET /ParkPalSpringMVC/loginPage HTTP/1.1" 200 4398
0:0:0:0:0:0:0:1 - - [17/May/2016:22:58:28 -0400] "GET /ParkPalSpringMVC/%3Cc:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:58:29 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:58:46 -0400] "GET /ParkPalSpringMVC/loginPage HTTP/1.1" 200 4374
0:0:0:0:0:0:0:1 - - [17/May/2016:22:58:46 -0400] "GET /ParkPalSpringMVC/%3Cc:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:58:46 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:58:47 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:58:52 -0400] "GET /ParkPalSpringMVC/register HTTP/1.1" 200 2169
0:0:0:0:0:0:0:1 - - [17/May/2016:22:58:52 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:58:54 -0400] "GET /ParkPalSpringMVC/loginPage HTTP/1.1" 200 4374
0:0:0:0:0:0:0:1 - - [17/May/2016:22:58:54 -0400] "GET /ParkPalSpringMVC/%3Cc:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:58:54 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:59:12 -0400] "GET /ParkPalSpringMVC/loginPage HTTP/1.1" 200 4330
0:0:0:0:0:0:0:1 - - [17/May/2016:22:59:12 -0400] "GET /ParkPalSpringMVC/%3Cc:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:59:12 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:59:13 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:59:42 -0400] "GET /ParkPalSpringMVC/index.jsp HTTP/1.1" 200 4461
0:0:0:0:0:0:0:1 - - [17/May/2016:22:59:42 -0400] "GET /ParkPalSpringMVC/resources/images/ HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:59:42 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:59:44 -0400] "GET /ParkPalSpringMVC/index.jsp HTTP/1.1" 200 4461
0:0:0:0:0:0:0:1 - - [17/May/2016:22:59:44 -0400] "GET /ParkPalSpringMVC/resources/images/ HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:59:44 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:59:46 -0400] "GET /ParkPalSpringMVC/index.jsp HTTP/1.1" 200 4461
0:0:0:0:0:0:0:1 - - [17/May/2016:22:59:46 -0400] "GET /ParkPalSpringMVC/resources/images/ HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:59:46 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:59:48 -0400] "GET /ParkPalSpringMVC/register HTTP/1.1" 200 2169
0:0:0:0:0:0:0:1 - - [17/May/2016:22:59:48 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:22:59:48 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:59:50 -0400] "GET /ParkPalSpringMVC/index.jsp HTTP/1.1" 200 4461
0:0:0:0:0:0:0:1 - - [17/May/2016:22:59:50 -0400] "GET /ParkPalSpringMVC/resources/images/ HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:59:50 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:59:58 -0400] "GET /ParkPalSpringMVC/loginPage HTTP/1.1" 200 4330
0:0:0:0:0:0:0:1 - - [17/May/2016:22:59:58 -0400] "GET /ParkPalSpringMVC/%3Cc:url%20value= HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:22:59:58 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:23:00:00 -0400] "GET /ParkPalSpringMVC/register HTTP/1.1" 200 2169
0:0:0:0:0:0:0:1 - - [17/May/2016:23:00:00 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:23:00:19 -0400] "GET /ParkPalSpringMVC/register HTTP/1.1" 200 2169
0:0:0:0:0:0:0:1 - - [17/May/2016:23:00:19 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:23:00:19 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:23:01:10 -0400] "GET /ParkPalSpringMVC/register HTTP/1.1" 200 2169
0:0:0:0:0:0:0:1 - - [17/May/2016:23:01:10 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:23:01:10 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:23:01:36 -0400] "GET /ParkPalSpringMVC/index.jsp HTTP/1.1" 200 4461
0:0:0:0:0:0:0:1 - - [17/May/2016:23:01:36 -0400] "GET /ParkPalSpringMVC/resources/images/ HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:23:01:36 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [17/May/2016:23:02:19 -0400] "GET /ParkPalSpringMVC/userLogged?stringLat=41.8781136&stringLong=-87.62979819999998 HTTP/1.1" 200 6504
0:0:0:0:0:0:0:1 - - [17/May/2016:23:02:19 -0400] "GET /ParkPalSpringMVC/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/May/2016:23:02:19 -0400] "GET /ParkPalSpringMVC/resources/css/resources/images/NewMapBoxBackdrop.jpg HTTP/1.1" 404 992
